Acoustic/Folk_0,Alt_Music_1,Blues_2,Bollywood_3,Country_4,HipHop_5,Indie Alt_6,Instrumental_7,Metal_8,Pop_9,Rock_10
0.030799276923637466,0.0036795074401499454,0.013204525419710398,0.8944118617888732,0.007072200539125976,0.005970707813042257,0.006587064628189573,0.005770824808171277,0.0001514993593023315,0.020721666030871857,0.011630865248925511
0.012195368377724529,0.07577507871384101,0.1052250563120947,0.002298340231987154,0.00023947272912329067,0.01917585991852024,0.6576718717194138,0.004669650305444283,0.005374593136283596,0.08007901508458701,0.03729569347098039
0.00012299521782206915,0.0730833215097039,0.032477675875822405,2.038598046892713e-05,3.952521923081827e-05,0.0006819970664548469,0.0987900126622009,5.05167594416592e-05,0.11313530703702562,0.009702327226006141,0.6718959354458227
0.7178537131415256,0.002888019385282957,0.000690487496208272,0.09919724303391131,0.11114874275527205,0.0007542721043758926,0.002974894999396836,0.054177106980843895,0.0006264080426277858,0.006517624601816182,0.003171487458739425
0.0008090068926677476,0.13408810643365462,0.02685978535412489,8.140993032015879e-05,0.00023110251454927408,0.021105083701633304,0.2451370288364351,3.940465617349633e-05,0.040172048427210665,0.0398574649174498,0.49161955833578097
6.480940208880226e-06,0.004166571262515163,0.002328091945369589,1.8304575510274182e-06,1.0809617039865804e-05,0.0001153182101633081,0.008750314434066183,2.4200196864134844e-06,0.9058895829099789,0.0011571959895744367,0.07757138421384631
0.00037247804338801115,0.11537699526887084,0.018102187792346656,4.080116075920638e-05,0.00011355266558178488,0.0030682555999286933,0.21456730408323368,5.014573679529924e-05,0.008312149666732759,0.06320493463233547,0.5767911953500277
0.0020325930272388298,0.3643645195164363,0.0024322743151198993,0.00019705713575828167,0.0002083572653029275,0.021925322622704295,0.31067724160584165,0.0026284297381479415,0.002715375328442877,0.26387800723489074,0.028940822210116287
0.002396501538924197,0.00029245709190652296,0.00017082129608569593,0.0003336964157750921,0.00037155127874044026,0.00014550029573674603,0.0002279042885681644,0.9957136465064287,3.1646889354375587e-05,0.000228131035079813,8.81433634002617e-05
1.5437432000783658e-05,0.03698354471134497,0.0027261493792993183,3.6664461563677867e-06,5.135013221869056e-06,0.0003730026414118982,0.09458932604199902,1.3920411942834105e-05,0.6132279334219285,0.0010502911989748837,0.2510115933017197
1.4109502073307842e-06,0.0016815708142765792,4.144765165363273e-05,3.2100992335874654e-07,1.0543927559192282e-06,5.675406793359223e-06,0.0011877496456200317,1.70647987116603e-06,0.9868748178449106,1.9183131673266992e-05,0.010185062672314832
9.172087590596607e-05,0.11601649879181002,0.0023992627844514475,2.960446882867477e-05,0.00028193159180113573,0.0017691743062643824,0.6963355455988373,8.406520020291104e-06,0.0017815184954281236,0.09238440229012959,0.08890193427652314
0.0001065527646732692,0.008641005529324909,0.8400558805027137,7.769489695243183e-05,2.38314522186947e-05,0.004156985288987869,0.024222140286041544,9.842212385793377e-05,0.0008455027883969827,0.005659479157695228,0.1161125052091373
0.006037927494393903,0.04756923044350003,0.0351173683218705,0.002457043566368642,0.0007876788802853148,0.12905888332696971,0.2113978022529565,0.001843561589462922,0.0033344427385761113,0.5114345130264103,0.05096154835920608
0.00451265382838205,0.028439087092092738,0.2008834567686436,0.0022433885755602178,0.0004070959237845985,0.0039372203586970815,0.5338301949285663,0.0004865195411597339,0.002153491652419483,0.10740254164996321,0.11570434968073096
0.0009573528252081259,0.023954062437248548,0.09456303921207244,0.00016378218994958485,9.764416422124559e-05,0.01128327705128878,0.7677103963223126,0.0011635026098485227,0.003286432146860268,0.024648327029343543,0.07217218401164625
4.251111511606083e-05,0.8225197739241438,5.293724229564391e-05,2.00729770526052e-05,1.666251516762486e-05,0.001705719088075898,0.09537212081341483,7.73430879525348e-05,0.007522164655142137,0.01105415193302656,0.061616542648612334
0.0001108544274228416,0.12345955924591297,0.01616114161816475,3.7754968101228866e-05,5.7507904518681116e-05,0.0013551387700558592,0.22476456346769352,1.7719116308207776e-05,0.004496362624801217,0.017323496887083747,0.6122159009699372
1.5531479873095986e-05,0.03593901471667185,0.0004043186750610596,2.216355501582649e-06,1.2916234745696978e-05,0.00025229568152794235,0.031952106570955464,4.609633319861071e-06,0.7758219021843057,0.0012773330661618775,0.15431775540187587
0.033711809692925525,0.007205118762263456,0.01811804698071879,0.8137958921035419,0.0038251561497882097,0.0023011987751664674,0.006641373504896926,0.0043783030620812595,0.0003013556228676703,0.010259385036000998,0.09946236030974882
0.00010207627006887752,0.06584405460379072,0.27730123272587826,5.8991487943116736e-05,8.333606741848067e-05,0.056885265362104254,0.2361404587635917,3.544230758041123e-05,0.013524006639052706,0.07903034762864017,0.2709947881439313
0.00023485308334060393,0.05695220568057501,0.14392827828119317,2.7715104186954103e-05,0.0001145771251651041,0.003523543443374676,0.2807705046723123,3.974303612178819e-05,0.05321860519517612,0.04893375845678026,0.4122562159217739
8.432853411535394e-05,0.008124099697377303,0.19828697578157278,2.6721232923835005e-05,7.748982694852635e-06,0.0012701649465580232,0.017892919070166324,3.1073938599884154e-05,0.011644663062374876,0.004761997029377276,0.7578693077242395
0.00014335508346834444,0.06185361293674915,0.0065003265608803195,3.235010760692102e-05,0.00034610116947961044,0.004191934440947914,0.08488418762511979,1.6765155864824563e-05,0.13186898628145816,0.18707862518889135,0.5230837554495336
0.00028365158733195786,0.09678514960238385,0.03105204620604597,6.659331502939193e-05,3.8284546691335655e-05,0.0019600904133934872,0.49214366451164965,2.7850412385310165e-05,0.061193094109008486,0.06605294734620706,0.25039662794987355
5.0097276423762486e-05,0.013744874758780343,0.00024140899135636696,3.690749216027364e-05,3.195669590615583e-05,0.14949988961752522,0.009817342361689924,1.35565498426547e-05,0.0004938117186822043,0.7778050154232431,0.04826513911439004
0.00013717193687236713,0.07586073276108611,0.045252184781539,3.383066000806887e-05,7.36173457991117e-05,0.0025747523830023543,0.058884149372199955,1.650799913103773e-05,0.004614704296575037,0.02068317403677829,0.7918691744270087
0.0013544817935072305,0.08748818642949065,0.26002407254548143,0.0008428699844507611,0.00025048058334590676,0.01774704069517711,0.12562997403610573,0.0009110170208006241,0.005590860035989676,0.37790969104471783,0.12225132583093294
2.5577291519489107e-05,0.014287412988772273,0.001451817767391431,1.353032819409558e-05,1.328756005449811e-05,0.00011360954207338514,0.011020870912367422,2.786405294804204e-05,0.2844797499410235,0.0015094535645701682,0.6870568260510856
